Flow ID,Src IP,Src Port,Dst IP,Dst Port,Timestamp,Tot Pkts,TotLen,Con Flow count,Conn Timedelta Min,Conn Timedelta Max,Conn Timedelta Mean,Conn Pkt Num Min,Conn Pkt Num Max,Conn Pkt Num Mean,Conn Pkt Num Tot,Conn Pkt Len Min,Conn Pkt Len Max,Conn Pkt Len Mean,Conn Pkt Len Tot,Conn-Rev Flow count,Conn-Rev Timedelta Min,Conn-Rev Timedelta Max,Conn-Rev Timedelta Mean,Conn-Rev Pkt Num Min,Conn-Rev Pkt Num Max,Conn-Rev Pkt Num Mean,Conn-Rev Pkt Num Tot,Conn-Rev Pkt Len Min,Conn-Rev Pkt Len Max,Conn-Rev Pkt Len Mean,Conn-Rev Pkt Len Tot,Time Flow count,Time Timedelta Min,Time Timedelta Max,Time Timedelta Mean,Time Pkt Num Min,Time Pkt Num Max,Time Pkt Num Mean,Time Pkt Num Tot,Time Pkt Len Min,Time Pkt Len Max,Time Pkt Len Mean,Time Pkt Len Tot,Time-Rev Flow count,Time-Rev Timedelta Min,Time-Rev Timedelta Max,Time-Rev Timedelta Mean,Time-Rev Pkt Num Min,Time-Rev Pkt Num Max,Time-Rev Pkt Num Mean,Time-Rev Pkt Num Tot,Time-Rev Pkt Len Min,Time-Rev Pkt Len Max,Time-Rev Pkt Len Mean,Time-Rev Pkt Len Tot,VPN
 131.202.240.150-162.243.234.174-44330-443-6, 131.202.240.150, 44330, 162.243.234.174, 443, 2015-01-04 13:27:30, 4, 31.0, 2, 5.0, 5.0, 5.0, 4, 20, 12.0, 24, 31.0, 6311.0, 3171.0, 6342.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5.0, 5.0, 5.0, 4, 20, 12.0, 24, 31.0, 6311.0, 3171.0, 6342.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.46.143-40747-443-6, 131.202.240.150, 40747, 23.235.46.143, 443, 2015-01-04 13:27:34, 2, 0.0, 13, 0.0, 10.0, 0.8333333333333334, 2, 157, 33.61538461538461, 437, 0.0, 251161.0, 36860.230769230766, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0.0, 10.0, 0.8333333333333334, 2, 157, 33.61538461538461, 437, 0.0, 251161.0, 36860.230769230766, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.46.143-40748-443-6, 131.202.240.150, 40748, 23.235.46.143, 443, 2015-01-04 13:27:34, 2, 0.0, 14, 0.0, 10.0, 0.7692307692307693, 2, 157, 31.357142857142858, 439, 0.0, 251161.0, 34227.357142857145, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0.0, 10.0, 0.7692307692307693, 2, 157, 31.357142857142858, 439, 0.0, 251161.0, 34227.357142857145, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.46.143-40742-443-6, 131.202.240.150, 40742, 23.235.46.143, 443, 2015-01-04 13:27:34, 2, 0.0, 15, 0.0, 10.0, 0.7142857142857143, 2, 157, 29.4, 441, 0.0, 251161.0, 31945.533333333333, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0.0, 10.0, 0.7142857142857143, 2, 157, 29.4, 441, 0.0, 251161.0, 31945.533333333333, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.46.143-40746-443-6, 131.202.240.150, 40746, 23.235.46.143, 443, 2015-01-04 13:27:34, 2, 0.0, 16, 0.0, 10.0, 0.6666666666666666, 2, 157, 27.6875, 443, 0.0, 251161.0, 29948.9375, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0.0, 10.0, 0.6666666666666666, 2, 157, 27.6875, 443, 0.0, 251161.0, 29948.9375, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.46.143-40751-443-6, 131.202.240.150, 40751, 23.235.46.143, 443, 2015-01-04 13:27:34, 2, 0.0, 17, 0.0, 10.0, 0.625, 2, 157, 26.176470588235293, 445, 0.0, 251161.0, 28187.235294117647, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0.0, 10.0, 0.625, 2, 157, 26.176470588235293, 445, 0.0, 251161.0, 28187.235294117647, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.46.143-40744-443-6, 131.202.240.150, 40744, 23.235.46.143, 443, 2015-01-04 13:27:34, 2, 0.0, 18, 0.0, 10.0, 0.5882352941176471, 2, 157, 24.833333333333332, 447, 0.0, 251161.0, 26621.277777777777, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0.0, 10.0, 0.5882352941176471, 2, 157, 24.833333333333332, 447, 0.0, 251161.0, 26621.277777777777, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.46.143-40743-443-6, 131.202.240.150, 40743, 23.235.46.143, 443, 2015-01-04 13:27:34, 2, 0.0, 19, 0.0, 10.0, 0.5555555555555556, 2, 157, 23.63157894736842, 449, 0.0, 251161.0, 25220.157894736843, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0.0, 10.0, 0.5555555555555556, 2, 157, 23.63157894736842, 449, 0.0, 251161.0, 25220.157894736843, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.46.143-40741-443-6, 131.202.240.150, 40741, 23.235.46.143, 443, 2015-01-04 13:27:34, 2, 0.0, 20, 0.0, 10.0, 0.5263157894736842, 2, 157, 22.55, 451, 0.0, 251161.0, 23959.15, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0.0, 10.0, 0.5263157894736842, 2, 157, 22.55, 451, 0.0, 251161.0, 23959.15, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.46.143-40740-443-6, 131.202.240.150, 40740, 23.235.46.143, 443, 2015-01-04 13:27:34, 2, 0.0, 21, 0.0, 10.0, 0.5, 2, 157, 21.571428571428573, 453, 0.0, 251161.0, 22818.238095238095, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0.0, 10.0, 0.5, 2, 157, 21.571428571428573, 453, 0.0, 251161.0, 22818.238095238095, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-68.67.176.47-57524-443-6, 131.202.240.150, 57524, 68.67.176.47, 443, 2015-01-04 13:27:35, 2, 0.0, 2, 10.0, 10.0, 10.0, 2, 20, 11.0, 22, 0.0, 8444.0, 4222.0, 8444.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10.0, 10.0, 10.0, 2, 20, 11.0, 22, 0.0, 8444.0, 4222.0, 8444.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-104.156.85.217-34031-443-6, 131.202.240.150, 34031, 104.156.85.217, 443, 2015-01-04 13:27:35, 2, 0.0, 4, 1.0, 425.0, 145.66666666666666, 2, 33, 21.25, 85, 0.0, 20342.0, 10166.25, 40665.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1.0, 11.0, 6.0, 2, 26, 17.333333333333332, 52, 0.0, 20342.0, 9939.0, 29817.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.46.143-40749-443-6, 131.202.240.150, 40749, 23.235.46.143, 443, 2015-01-04 13:27:37, 2, 0.0, 22, 0.0, 10.0, 0.6190476190476191, 2, 157, 20.681818181818183, 455, 0.0, 251161.0, 21781.045454545456, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0.0, 10.0, 0.6190476190476191, 2, 157, 20.681818181818183, 455, 0.0, 251161.0, 21781.045454545456, 479183.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-104.156.85.217-34047-443-6, 131.202.240.150, 34047, 104.156.85.217, 443, 2015-01-04 13:27:37, 2, 0.0, 5, 1.0, 425.0, 109.75, 2, 33, 17.4, 87, 0.0, 20342.0, 8133.0, 40665.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1.0, 11.0, 4.666666666666667, 2, 26, 13.5, 54, 0.0, 20342.0, 7454.25, 29817.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 199.127.194.158-131.202.240.150-443-40495-6, 199.127.194.158, 443, 131.202.240.150, 40495, 2015-01-04 13:27:40, 4, 31.0, 1, 0, 0, 0.0, 4, 4, 4.0, 4, 31.0, 31.0, 31.0, 31.0, 4, 0.0, 0.0, 0.0, 17, 17, 17.0, 68, 4657.0, 4657.0, 4657.0, 18628.0, 1, 0, 0, 0.0, 4, 4, 4.0, 4, 31.0, 31.0, 31.0, 31.0, 4, 0.0, 0.0, 0.0, 17, 17, 17.0, 68, 4657.0, 4657.0, 4657.0, 18628.0, 0
 199.127.194.158-131.202.240.150-443-40497-6, 199.127.194.158, 443, 131.202.240.150, 40497, 2015-01-04 13:27:40, 4, 31.0, 2, 0.0, 0.0, 0.0, 4, 4, 4.0, 8, 31.0, 31.0, 31.0, 62.0, 4, 0.0, 0.0, 0.0, 17, 17, 17.0, 68, 4657.0, 4657.0, 4657.0, 18628.0, 2, 0.0, 0.0, 0.0, 4, 4, 4.0, 8, 31.0, 31.0, 31.0, 62.0, 4, 0.0, 0.0, 0.0, 17, 17, 17.0, 68, 4657.0, 4657.0, 4657.0, 18628.0, 0
 23.235.46.143-131.202.240.150-443-40752-6, 23.235.46.143, 443, 131.202.240.150, 40752, 2015-01-04 13:27:40, 2, 0.0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 0.0, 0.0, 0.0, 0.0, 22, 0.0, 10.0, 0.6190476190476191, 2, 157, 20.681818181818183, 455, 0.0, 251161.0, 21781.045454545456, 479183.0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 0.0, 0.0, 0.0, 0.0, 22, 0.0, 10.0, 0.6190476190476191, 2, 157, 20.681818181818183, 455, 0.0, 251161.0, 21781.045454545456, 479183.0, 0
 23.235.46.143-131.202.240.150-443-40750-6, 23.235.46.143, 443, 131.202.240.150, 40750, 2015-01-04 13:27:40, 2, 0.0, 2, 0.0, 0.0, 0.0, 2, 2, 2.0, 4, 0.0, 0.0, 0.0, 0.0, 22, 0.0, 10.0, 0.6190476190476191, 2, 157, 20.681818181818183, 455, 0.0, 251161.0, 21781.045454545456, 479183.0, 2, 0.0, 0.0, 0.0, 2, 2, 2.0, 4, 0.0, 0.0, 0.0, 0.0, 22, 0.0, 10.0, 0.6190476190476191, 2, 157, 20.681818181818183, 455, 0.0, 251161.0, 21781.045454545456, 479183.0, 0
 72.21.91.187-131.202.240.150-443-58108-6, 72.21.91.187, 443, 131.202.240.150, 58108, 2015-01-04 13:27:40, 3, 31.0, 5, 0.0, 615.0, 228.75, 3, 3, 3.0, 15, 31.0, 31.0, 31.0, 155.0, 13, 0.0, 431.0, 76.0, 2, 112, 21.0, 273, 0.0, 162389.0, 15916.692307692309, 206917.0, 1, 0, 0, 0.0, 3, 3, 3.0, 3, 31.0, 31.0, 31.0, 31.0, 3, 0.0, 0.0, 0.0, 17, 21, 18.333333333333332, 55, 5175.0, 6572.0, 5640.666666666667, 16922.0, 0
 199.127.194.158-131.202.240.150-443-40498-6, 199.127.194.158, 443, 131.202.240.150, 40498, 2015-01-04 13:27:40, 4, 31.0, 3, 0.0, 0.0, 0.0, 4, 4, 4.0, 12, 31.0, 31.0, 31.0, 93.0, 4, 0.0, 0.0, 0.0, 17, 17, 17.0, 68, 4657.0, 4657.0, 4657.0, 18628.0, 3, 0.0, 0.0, 0.0, 4, 4, 4.0, 12, 31.0, 31.0, 31.0, 93.0, 4, 0.0, 0.0, 0.0, 17, 17, 17.0, 68, 4657.0, 4657.0, 4657.0, 18628.0, 0
 199.127.194.158-131.202.240.150-443-40496-6, 199.127.194.158, 443, 131.202.240.150, 40496, 2015-01-04 13:27:40, 4, 31.0, 4, 0.0, 0.0, 0.0, 4, 4, 4.0, 16, 31.0, 31.0, 31.0, 124.0, 4, 0.0, 0.0, 0.0, 17, 17, 17.0, 68, 4657.0, 4657.0, 4657.0, 18628.0, 4, 0.0, 0.0, 0.0, 4, 4, 4.0, 16, 31.0, 31.0, 31.0, 124.0, 4, 0.0, 0.0, 0.0, 17, 17, 17.0, 68, 4657.0, 4657.0, 4657.0, 18628.0, 0
 131.202.240.150-216.58.219.226-44110-443-6, 131.202.240.150, 44110, 216.58.219.226, 443, 2015-01-04 13:27:40, 4, 0.0, 1, 0, 0, 0.0, 4, 4, 4.0, 4, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 4, 4, 4.0, 4, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 72.21.91.187-131.202.240.150-443-58109-6, 72.21.91.187, 443, 131.202.240.150, 58109, 2015-01-04 13:27:40, 4, 31.0, 6, 0.0, 615.0, 183.0, 3, 4, 3.1666666666666665, 19, 31.0, 31.0, 31.0, 186.0, 13, 0.0, 431.0, 76.0, 2, 112, 21.0, 273, 0.0, 162389.0, 15916.692307692309, 206917.0, 2, 0.0, 0.0, 0.0, 3, 4, 3.5, 7, 31.0, 31.0, 31.0, 62.0, 3, 0.0, 0.0, 0.0, 17, 21, 18.333333333333332, 55, 5175.0, 6572.0, 5640.666666666667, 16922.0, 0
 8.6.0.1-8.0.6.4-0-0-0, 8.6.0.1, 0, 8.0.6.4, 0, 2015-01-04 13:27:42, 2, 0.0, 4, 167.0, 486.0, 295.6666666666667, 2, 4, 3.0, 12, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-131.202.244.3-63903-53-17, 131.202.240.150, 63903, 131.202.244.3, 53, 2015-01-04 13:27:57, 2, 276.0, 19, 0.0, 426.0, 52.5, 2, 2, 2.0, 38, 264.0, 510.0, 358.7368421052632, 6816.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 276.0, 276.0, 276.0, 276.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-131.202.6.3-63903-53-17, 131.202.240.150, 63903, 131.202.6.3, 53, 2015-01-04 13:27:57, 2, 276.0, 20, 0.0, 426.0, 49.73684210526316, 2, 2, 2.0, 40, 264.0, 459.0, 301.0, 6020.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 276.0, 276.0, 276.0, 276.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-131.202.244.5-63903-53-17, 131.202.240.150, 63903, 131.202.244.5, 53, 2015-01-04 13:27:57, 2, 276.0, 14, 0.0, 415.0, 72.6923076923077, 2, 2, 2.0, 28, 250.0, 459.0, 324.5, 4543.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 276.0, 276.0, 276.0, 276.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-131.202.244.5-12881-53-17, 131.202.240.150, 12881, 131.202.244.5, 53, 2015-01-04 13:27:57, 2, 332.0, 15, 0.0, 415.0, 67.5, 2, 2, 2.0, 30, 250.0, 459.0, 325.0, 4875.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0.0, 0.0, 0.0, 2, 2, 2.0, 4, 276.0, 332.0, 304.0, 608.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.33.217-40322-443-6, 131.202.240.150, 40322, 23.235.33.217, 443, 2015-01-04 13:27:57, 16, 3024.0, 21, 10.0, 479.0, 47.2, 2, 31, 10.047619047619047, 211, 0.0, 13519.0, 2013.6666666666667, 42287.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 16, 16, 16.0, 16, 3024.0, 3024.0, 3024.0, 3024.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.40.143-54354-443-6, 131.202.240.150, 54354, 23.235.40.143, 443, 2015-01-04 13:27:57, 14, 2165.0, 5, 10.0, 448.0, 227.25, 2, 21, 12.0, 60, 0.0, 7237.0, 3325.0, 16625.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 14, 14, 14.0, 14, 2165.0, 2165.0, 2165.0, 2165.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-74.125.22.188-60044-5228-6, 131.202.240.150, 60044, 74.125.22.188, 5228, 2015-01-04 13:28:02, 2, 0.0, 4, 135.0, 541.0, 270.3333333333333, 2, 6, 5.0, 20, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.33.217-40322-443-6, 131.202.240.150, 40322, 23.235.33.217, 443, 2015-01-04 13:28:07, 2, 0.0, 22, 10.0, 479.0, 45.42857142857143, 2, 31, 9.681818181818182, 213, 0.0, 13519.0, 1922.1363636363637, 42287.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10.0, 10.0, 10.0, 2, 16, 9.0, 18, 0.0, 3024.0, 1512.0, 3024.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.40.143-54354-443-6, 131.202.240.150, 54354, 23.235.40.143, 443, 2015-01-04 13:28:07, 2, 0.0, 6, 10.0, 448.0, 183.8, 2, 21, 10.333333333333334, 62, 0.0, 7237.0, 2770.8333333333335, 16625.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10.0, 10.0, 10.0, 2, 14, 8.0, 16, 0.0, 2165.0, 1082.5, 2165.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.33.217-40323-443-6, 131.202.240.150, 40323, 23.235.33.217, 443, 2015-01-04 13:28:09, 19, 6638.0, 23, 2.0, 479.0, 43.45454545454545, 2, 31, 10.08695652173913, 232, 0.0, 13519.0, 2127.1739130434785, 48925.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2.0, 10.0, 6.0, 2, 19, 12.333333333333334, 37, 0.0, 6638.0, 3220.6666666666665, 9662.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-131.202.244.5-43293-53-17, 131.202.240.150, 43293, 131.202.244.5, 53, 2015-01-04 13:28:09, 2, 318.0, 16, 0.0, 415.0, 63.8, 2, 2, 2.0, 32, 250.0, 459.0, 324.5625, 5193.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0.0, 12.0, 6.0, 2, 2, 2.0, 6, 276.0, 332.0, 308.6666666666667, 926.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.33.217-40323-443-6, 131.202.240.150, 40323, 23.235.33.217, 443, 2015-01-04 13:28:19, 2, 0.0, 24, 2.0, 479.0, 42.0, 2, 31, 9.75, 234, 0.0, 13519.0, 2038.5416666666667, 48925.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2.0, 10.0, 7.333333333333333, 2, 19, 9.75, 39, 0.0, 6638.0, 2415.5, 9662.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.33.217-40324-443-6, 131.202.240.150, 40324, 23.235.33.217, 443, 2015-01-04 13:28:27, 27, 7574.0, 25, 2.0, 479.0, 40.583333333333336, 2, 31, 10.44, 261, 0.0, 13519.0, 2259.96, 56499.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2.0, 10.0, 6.666666666666667, 2, 27, 12.5, 50, 0.0, 7574.0, 3553.0, 14212.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-131.202.244.3-59531-53-17, 131.202.240.150, 59531, 131.202.244.3, 53, 2015-01-04 13:28:37, 2, 264.0, 20, 0.0, 426.0, 51.8421052631579, 2, 2, 2.0, 40, 264.0, 510.0, 354.0, 7080.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 264.0, 264.0, 264.0, 264.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.33.217-40325-443-6, 131.202.240.150, 40325, 23.235.33.217, 443, 2015-01-04 13:28:37, 9, 709.0, 26, 2.0, 479.0, 39.36, 2, 31, 10.384615384615385, 270, 0.0, 13519.0, 2200.3076923076924, 57208.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8.0, 10.0, 9.333333333333334, 2, 27, 14.25, 57, 0.0, 7574.0, 3730.25, 14921.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-131.202.6.3-59531-53-17, 131.202.240.150, 59531, 131.202.6.3, 53, 2015-01-04 13:28:37, 2, 264.0, 21, 0.0, 426.0, 49.25, 2, 2, 2.0, 42, 264.0, 459.0, 299.23809523809524, 6284.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 264.0, 264.0, 264.0, 264.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.44.143-59078-443-6, 131.202.240.150, 59078, 23.235.44.143, 443, 2015-01-04 13:28:37, 13, 2703.0, 25, 0.0, 969.0, 41.041666666666664, 2, 224, 24.64, 616, 0.0, 438314.0, 31198.88, 779972.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 13, 13, 13.0, 13, 2703.0, 2703.0, 2703.0, 2703.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-131.202.244.5-59531-53-17, 131.202.240.150, 59531, 131.202.244.5, 53, 2015-01-04 13:28:37, 2, 264.0, 17, 0.0, 415.0, 61.5625, 2, 2, 2.0, 34, 250.0, 459.0, 321.0, 5457.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28.0, 28.0, 28.0, 2, 2, 2.0, 4, 264.0, 318.0, 291.0, 582.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 23.235.40.143-131.202.240.150-443-54394-6, 23.235.40.143, 443, 131.202.240.150, 54394, 2015-01-04 13:29:05, 6602, 25554462.0, 1, 0, 0, 0.0, 6602, 6602, 6602.0, 6602, 25554462.0, 25554462.0, 25554462.0, 25554462.0, 6, 10.0, 448.0, 183.8, 2, 21, 10.333333333333334, 62, 0.0, 7237.0, 2770.8333333333335, 16625.0, 1, 0, 0, 0.0, 6602, 6602, 6602.0, 6602, 25554462.0, 25554462.0, 25554462.0, 25554462.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 0
 131.202.240.150-74.125.226.1-59584-443-6, 131.202.240.150, 59584, 74.125.226.1, 443, 2015-01-04 13:29:06, 68, 25506.0, 1, 0, 0, 0.0, 68, 68, 68.0, 68, 25506.0, 25506.0, 25506.0, 25506.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 68, 68, 68.0, 68, 25506.0, 25506.0, 25506.0, 25506.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 23.203.88.184-131.202.240.150-443-33124-6, 23.203.88.184, 443, 131.202.240.150, 33124, 2015-01-04 13:29:07, 2, 53.0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 53.0, 53.0, 53.0, 53.0, 6, 120.0, 426.0, 183.8, 10, 29, 16.5, 99, 2836.0, 12602.0, 6242.333333333333, 37454.0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 53.0, 53.0, 53.0, 53.0, 1, 0, 0, 0.0, 29, 29, 29.0, 29, 12602.0, 12602.0, 12602.0, 12602.0, 0
 23.203.88.184-131.202.240.150-443-33123-6, 23.203.88.184, 443, 131.202.240.150, 33123, 2015-01-04 13:29:07, 2, 53.0, 2, 0.0, 0.0, 0.0, 2, 2, 2.0, 4, 53.0, 53.0, 53.0, 106.0, 6, 120.0, 426.0, 183.8, 10, 29, 16.5, 99, 2836.0, 12602.0, 6242.333333333333, 37454.0, 2, 0.0, 0.0, 0.0, 2, 2, 2.0, 4, 53.0, 53.0, 53.0, 106.0, 1, 0, 0, 0.0, 29, 29, 29.0, 29, 12602.0, 12602.0, 12602.0, 12602.0, 0
 131.202.240.150-104.156.85.217-34098-443-6, 131.202.240.150, 34098, 104.156.85.217, 443, 2015-01-04 13:29:09, 13, 4545.0, 6, 1.0, 425.0, 106.2, 2, 33, 16.666666666666668, 100, 0.0, 20342.0, 7535.0, 45210.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 13, 13, 13.0, 13, 4545.0, 4545.0, 4545.0, 4545.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.203.88.184-33049-443-6, 131.202.240.150, 33049, 23.203.88.184, 443, 2015-01-04 13:29:09, 23, 9318.0, 7, 105.0, 426.0, 170.66666666666666, 10, 29, 17.428571428571427, 122, 2836.0, 12602.0, 6681.714285714285, 46772.0, 2, 0.0, 0.0, 0.0, 2, 2, 2.0, 4, 53.0, 53.0, 53.0, 106.0, 1, 0, 0, 0.0, 23, 23, 23.0, 23, 9318.0, 9318.0, 9318.0, 9318.0, 2, 0.0, 0.0, 0.0, 2, 2, 2.0, 4, 53.0, 53.0, 53.0, 106.0, 0
 23.235.44.143-131.202.240.150-443-59088-6, 23.235.44.143, 443, 131.202.240.150, 59088, 2015-01-04 13:29:10, 3, 0.0, 1, 0, 0, 0.0, 3, 3, 3.0, 3, 0.0, 0.0, 0.0, 0.0, 25, 0.0, 969.0, 41.041666666666664, 2, 224, 24.64, 616, 0.0, 438314.0, 31198.88, 779972.0, 1, 0, 0, 0.0, 3, 3, 3.0, 3, 0.0, 0.0, 0.0, 0.0, 1, 0, 0, 0.0, 13, 13, 13.0, 13, 2703.0, 2703.0, 2703.0, 2703.0, 0
